Word	POS	Def	derogatory	offensive	vulgar	age	crime	disability	ethnicity	geography	other	politics	religion	sex	socioeconomic	substance	suicide
#MeToo	noun	social movement opposing sexual harassment					sexual					feminism		gender_female, sexuality
Confederate	adjective	relating to US Confederate States					y					supporter, us
Confederates	adjective	relating to US Confederate States					y					supporter, us
Conservative	adjective	favouring free enterprise, private ownership										supporter
Conservative Party	empty	political party promoting free enterprise and private ownership										party, uk
Conservatives	adjective	favouring free enterprise, private ownership										supporter
Const.	abbreviation	constable					police
Continental	adjective	relating to original colonies of US										us, war
Contra	noun	member of guerrilla force in Nicaragua										rightwing
Contras	noun	member of guerrilla force in Nicaragua										rightwing
Copt	noun	native Egyptian in Hellenistic and Roman periods											christian
Copts	noun	native Egyptian in Hellenistic and Roman periods											christian
Covenanter	noun	person upholding organization of Scottish Presbyterian Church											christian
Covenanters	noun	person upholding organization of Scottish Presbyterian Church											christian
Cowper's gland	noun	either of pair of small glands which open into urethra at base of penis												bodypart_genital
Cowper's glands	noun	either of pair of small glands which open into urethra at base of penis												bodypart_genital
Cowpers gland	noun	either of pair of small glands which open into urethra at base of penis												bodypart_genital
Credo	noun	creed of Christian Church in Latin											text
Credos	noun	creed of Christian Church in Latin											text
Creed	noun	system of religious belief											christian
Creole	noun	person of mixed European and black descent							black, mixedrace
Creoles	noun	person of mixed European and black descent							black, mixedrace
Crip	noun	disabled person		y			y	y
Crown	noun	monarch												bodypart_genital
Crucifixion	noun	ancient form of execution in which person was nailed or bound to cross					execution						christian
Crusade	noun	medieval military expedition to Holy Land										war	christian, muslm
Crusades	noun	medieval military expedition to Holy Land										war	christian, muslm
D	noun	denoting second-lowest-earning socio-economic category for marketing purposes													class
D &amp; X	abbreviation	dilation and extraction										abortion
D and C	noun	surgical procedure involving dilatation of cervix and curettage of uterus						miscarriage
D and X	abbreviation	dilation and extraction										abortion
D-Day	noun	day 6 June 1944 in Second World War on which Allied forces invaded northern France by means of beach landings in Normandy										war
D-Days	noun	day 6 June 1944 in Second World War on which Allied forces invaded northern France by means of beach landings in Normandy										war
DC	noun	person's child				young
DCI	abbreviation	(in UK) Detective Chief Inspector					police
DCIs	abbreviation	(in UK) Detective Chief Inspector					police
DDI	abbreviation	divisional detective inspector					police
DEA	abbreviation	Drug Enforcement Administration														drugs
DEW	noun	radar system in North America set up during Cold War for early detection of missile attack										war
DEWs	noun	radar system in North America set up during Cold War for early detection of missile attack										war
DFAB	abbreviation	designated female at birth												gender_transgender
DI	abbreviation	(in UK) Detective Inspector					police
DILF	noun	sexually attractive older man												sexuality
DILFs	noun	sexually attractive older man												sexuality
DINO	abbreviation	Democrat in name only										supporter
DINOs	abbreviation	Democrat in name only										supporter
DIs	abbreviation	(in UK) Detective Inspector					police
DMAB	abbreviation	designated male at birth												gender_transgender
DP	noun	displaced person										immigration, war
DPs	noun	displaced person										immigration, war
DREAMer	noun	person who dreams or is dreaming										immigration, us
DREAMers	noun	person who dreams or is dreaming										immigration, us
DTF	abbreviation	down to fuck			y									sexuality
DUKW	noun	amphibious transport vehicle										war
DUKWs	noun	amphibious transport vehicle										war
DV	adverb	Douay Version											text
DWEM	noun	dead white European male	y						white
DWEMs	noun	dead white European male	y						white
DWI	abbreviation	driving while intoxicated					y
DWM	abbreviation	dead white male												sexuality
Da'esh	empty	militant Islamic fundamentalist group											fundamentalism, muslim
Da'ish	empty	militant Islamic fundamentalist group											fundamentalism, muslim
Daesh	empty	militant Islamic fundamentalist group											fundamentalism, muslim
Daish	empty	militant Islamic fundamentalist group											fundamentalism, muslim
Dalai	noun	spiritual head of Tibetan Buddhism and, until establishment of Chinese communist rule											buddhist
Dalai Lama	noun	spiritual head of Tibetan Buddhism and, until establishment of Chinese communist rule											buddhist
Dalai Lamas	noun	spiritual head of Tibetan Buddhism and, until establishment of Chinese communist rule											buddhist
Dalit	noun	member of lowest caste											hindu_caste		poor
Dalits	noun	member of lowest caste											hindu_caste		poor
Daodejing	noun	central Taoist text, ascribed to Lao-tzu											text
Darby	noun	devoted old married couple				old
Darby and Joan	noun	devoted old married couple				old
Dark Ages	empty	obscure or little-regarded period in past	y
Deadhead	noun	boring person	y
Deadheads	noun	boring person	y
Dear Jane	noun	letter to woman ending relationship												sexuality_relationship
Dear Jane letter	noun	letter to woman ending relationship												sexuality_relationship
Dear Jane letters	noun	letter to woman ending relationship												sexuality_relationship
Dear Janes	noun	letter to woman ending relationship												sexuality_relationship
Dear John	noun	letter to man ending relationship												sexuality_relationship
Dear John letter	noun	letter to man ending relationship												sexuality_relationship
Dear John letters	noun	letter to man ending relationship												sexuality_relationship
Dear Johns	noun	letter to man ending relationship												sexuality_relationship
